experiment_id,run_name,seed,wandb_run_id,wandb_run_url,wandb_artifact,artifact_version,local_output_dir,local_report_path,local_checkpoint,best_val_acc,best_val_loss,selected_val_acc,test_acc,decision
001_rnn_baseline,mnist-rnn_001-rnn-baseline_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,1337,cihe98pv,https://wandb.ai/tsilva/dlab/runs/cihe98pv,tsilva/dlab/mnist-rnn_001-rnn-baseline_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337-run:latest,latest,modal:/root/outputs/mnist-rnn_001-rnn-baseline_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,wandb-artifact:reports/mnist-rnn_001-rnn-baseline_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337.md,wandb-artifact:checkpoints/004.ckpt,0.9506666660308838,0.17829400300979614,0.9506666660308838,,keep
