experiment_id,run_name,seed,wandb_run_id,wandb_run_url,wandb_artifact,artifact_version,local_output_dir,local_report_path,local_checkpoint,best_val_acc,best_val_loss,selected_val_acc,test_acc,decision
003_pixel_rnn_diagnostic_rerun,mnist-rnn_003-pixel-rnn-diagnostic-rerun_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,1337,7sz83m7v,https://wandb.ai/tsilva/dlab/runs/7sz83m7v,tsilva/dlab/mnist-rnn_003-pixel-rnn-diagnostic-rerun_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337-run:latest,latest,/root/outputs/mnist-rnn_003-pixel-rnn-diagnostic-rerun_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,reports/mnist-rnn_003-pixel-rnn-diagnostic-rerun_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337.md,/root/outputs/mnist-rnn_003-pixel-rnn-diagnostic-rerun_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337/checkpoints/002.ckpt,0.1090,2.3009,0.1090,,keep_as_diagnostic_failure_baseline
