experiment_id,run_name,seed,wandb_run_id,wandb_run_url,wandb_artifact,artifact_version,local_output_dir,local_report_path,local_checkpoint,best_val_acc,best_val_loss,selected_val_acc,test_acc,decision
002_pixel_rnn_failure_probe,mnist-rnn_002-pixel-rnn-failure-probe_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,1337,w30kx8ft,https://wandb.ai/tsilva/dlab/runs/w30kx8ft,tsilva/dlab/mnist-rnn_002-pixel-rnn-failure-probe_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337-run:latest,latest,/root/outputs/mnist-rnn_002-pixel-rnn-failure-probe_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337,reports/mnist-rnn_002-pixel-rnn-failure-probe_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337.md,/root/outputs/mnist-rnn_002-pixel-rnn-failure-probe_adam-lr0p001-bs128-constant_w128-d1-do0_seed1337/checkpoints/002.ckpt,0.1090,2.3009,0.1090,,use_as_failure_state
