experiment_id,run_name,seed,wandb_run_id,wandb_run_url,wandb_artifact,artifact_version,local_output_dir,local_report_path,local_checkpoint,best_val_acc,best_val_loss,selected_val_acc,test_acc,decision
001_resnet18_gradclip_baseline,cifar10-resnet18_gradclip-baseline_adamw-lr0p0003-bs128_seed1337,1337,,,cifar10-resnet18_gradclip-baseline_adamw-lr0p0003-bs128_seed1337-run,unknown,outputs/cifar10-resnet18_gradclip-baseline_adamw-lr0p0003-bs128_seed1337,reports/cifar10-resnet18_gradclip-baseline_adamw-lr0p0003-bs128_seed1337.md,outputs/cifar10-resnet18_gradclip-baseline_adamw-lr0p0003-bs128_seed1337/checkpoints/004.ckpt,0.6880,1.8596,,,"baseline only"
