experiment_id,run_name,seed,wandb_run_id,wandb_run_url,wandb_artifact,artifact_version,local_output_dir,local_report_path,local_checkpoint,best_val_acc,best_val_loss,selected_val_acc,test_acc,decision
003_wrn28_10_cutmix_vs_erasing,cifar10-wide-resnet_wrn28-10-cutmix-vs-erasing_adamw-lr0p0003-bs128-cosine_do0-d28-k10-ls0p05-mixup0p2-cutmix1_wrn28-10-cutmix-vs-erasing-seed-sweep_seed9001,9001,,,tsilva/dlab/cifar10-wide-resnet_wrn28-10-cutmix-vs-erasing_adamw-lr0p0003-bs128-cosine_do0-d28-k10-ls0p05-mixup0p2-cutmix1_wrn28-10-cutmix-vs-erasing-seed-sweep_seed9001-run,unknown,outputs/artifacts/cifar10_wrn28_10_cutmix_best_run,outputs/artifacts/cifar10_wrn28_10_cutmix_best_run/cifar10-wide-resnet_wrn28-10-cutmix-vs-erasing_adamw-lr0p0003-bs128-cosine_do0-d28-k10-ls0p05-mixup0p2-cutmix1_wrn28-10-cutmix-vs-erasing-seed-sweep_seed9001.md,outputs/artifacts/cifar10_wrn28_10_cutmix_best_run/checkpoints/063.ckpt,0.9640,0.4197,0.9624,,"current strongest migrated candidate"
